platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),sentiment_label,actionable_insight,2025-09-03
instagram,DMOVvJwsAAc,Come back stronger Lasso 🖤💚🤍,Lasso comeback,8.31,78.68,13.01,positive,UNKNOWN,2025-09-03
instagram,DMOVvJwsAAc,Tuff 😤🔥,Player frustration,65.46,7.91,26.63,negative,UNKNOWN,2025-09-03
instagram,DMOVvJwsAAc,Legende 🔥,Samba Plea (Legend),8.0,71.55,20.45,positive,Schedule content celebrating Samba Plea’s legacy to foster fan connection.,2025-09-03
instagram,DMOVvJwsAAc,Take care 🖤🤍💚,Fan support (Colors),8.29,78.22,13.49,positive,Reinforce fan support messaging across all platforms.,2025-09-03
instagram,DMOVvJwsAAc,Lasson🔥,Lasson (Player),7.99,71.05,20.95,positive,Implement targeted fitness adjustments for Lasson.,2025-09-03
instagram,DMOVvJwsAAc,❤️🙌🙌,Fan enthusiasm (Cheers),8.41,83.19,8.41,positive,Generate content amplifying fan cheers and excitement.,2025-09-03
instagram,DMOVvJwsAAc,"Feels wrong to see you in this Kit. But i and many Borussia Fans wish you all the best and a happy Carrere end. Your a legend at our Pare, thank you for all you give our club in good and Bad times! Wish you all the best „Samba plea“ I miss you already🖤💚🤍🔥",Samba Plea (Legacy – Borussia),8.7,71.05,20.25,positive,Produce a video tribute showcasing Samba Plea’s time with PSV.,2025-09-03
instagram,DMOVvJwsAAc,🖤🤍💚,Fan support (Colors),8.27,78.03,13.7,positive,Repeat fan support messaging across all platforms.,2025-09-03
instagram,DMOVvJwsAAc,We miss you at Borussia 😢😢😢💔,Samba Plea (Legacy – Borussia),39.16,24.1,36.74,negative,Develop training drills focusing on Lasson’s speed and agility.,2025-09-03
instagram,DMOVvJwsAAc,Félicitations pour ta signature au PSV 👏,Ryan Gravenberch (Signature),7.62,56.76,35.62,positive,Create engaging content reflecting fan enthusiasm and excitement.,2025-09-03
instagram,DMOBEVYMNhI,@koen98zutphen,Koen Kampl (Mention),8.42,13.61,77.98,neutral,Produce a video tribute celebrating Samba Plea's time with PSV.,2025-09-03
instagram,DMOBEVYMNhI,Ons kampioen gemaakt in de kuip❤️,Fan enthusiasm (Kuip),8.53,82.7,8.77,positive,Repeat fan support messaging across all platforms.,2025-09-03
instagram,DMOBEVYMNhI,Bro ik ga je missen 😭😭,Fan enthusiasm (Missing Player),30.89,23.91,45.2,neutral,Implement training drills focusing on Lasson’s speed and agility.,2025-09-03
instagram,DMOBEVYMNhI,🔥🔥,Fan enthusiasm (Fire),8.47,81.61,9.92,positive,Create engaging content reflecting fan enthusiasm and excitement.,2025-09-03
instagram,DMNnDMuM16U,"Welkom Ryan. We hebben je weer meteen nodig, want collega Nagalo zit nog met de naweeën van malaria.........",Ryan Gravenberch (Malaria – Fitness),17.42,14.61,67.97,neutral,Produce a video tribute showcasing Samba Plea's time with PSV.,2025-09-03
instagram,DMNnDMuM16U,🔥🔥,Fan enthusiasm (Fire),8.47,81.61,9.92,positive,Repeat fan support messaging across all platforms.,2025-09-03
instagram,DMNnDMuM16U,🔥❤️,Fan enthusiasm (Heart – Fire),8.47,83.07,8.47,positive,Implement training drills focusing on Lasson’s speed and agility.,2025-09-03
instagram,DMNnDMuM16U,#FREETYGO,Fan demand (Free Transfer),7.78,28.89,63.33,neutral,Create engaging content reflecting fan enthusiasm and excitement.,2025-09-03
instagram,DMNnDMuM16U,Welkom back Ryan ❤️🤍❤️🤝,Ryan Gravenberch (Welcome Back),8.44,83.12,8.44,positive,Produce a video tribute showcasing Samba Plea's time with PSV.,2025-09-03
instagram,DMNnDMuM16U,❤️,Fan enthusiasm (Heart),8.31,78.84,12.85,positive,Repeat fan support messaging across all platforms.,2025-09-03
instagram,DMNe6j0MBnE,🔥🙌🔥,Fan enthusiasm (Cheers – Fire),8.45,83.1,8.45,positive,Implement training drills focusing on Lasson’s speed and agility.,2025-09-03
instagram,DMNe6j0MBnE,Bedankt jonge❤️❤️❤️👏👏,Fan appreciation (Young Player),8.46,83.09,8.46,positive,Create engaging content reflecting fan enthusiasm and excitement.,2025-09-03
instagram,DMNe6j0MBnE,😂😂😂😂😂😂😂😂😂😂 op wegnaar de af gang😂😂😂,Noa’s departure,39.39,17.36,43.25,neutral,→ Recommendation: Create content highlighting Earnie’s contributions.,2025-09-03
instagram,DMNe6j0MBnE,Succes in Napoli!! Bedankt voor alles. Ik heb er van genoten.,Napoli appreciation,8.45,83.1,8.45,positive,→ Recommendation: Produce content celebrating the positive Napoli experience.,2025-09-03
instagram,DMNe6j0MBnE,Jammmerrr😔❤️,Disappointment with result,71.97,8.09,19.94,negative,→ Recommendation: Develop strategies to mitigate disappointment following unfavorable results.,2025-09-03
instagram,DMNe6j0MBnE,🔥🔥,Positive sentiment,8.47,81.58,9.95,positive,→ Recommendation: Amplify positive fan reactions across all channels.,2025-09-03
instagram,DMNe6j0MBnE,👏👏👏🔥,Positive sentiment,8.53,82.94,8.53,positive,→ Recommendation: Encourage fan engagement with celebratory content.,2025-09-03
instagram,DMNe6j0MBnE,🔥,Positive sentiment,8.46,81.35,10.2,positive,→ Recommendation: Utilize fan enthusiasm to promote the club’s brand.,2025-09-03
instagram,DMNbSyhMYlL,Noano is een goede artiest! Veel succes bij napoli @noano,Noa’s transfer to Napoli,8.52,82.96,8.52,positive,→ Recommendation: Respond to fan comments showing support for Xavi Simons.,2025-09-03
instagram,DMNbSyhMYlL,@edenaar11 🫥,Taunting @edenaar11,39.57,9.2,51.22,neutral,→ Recommendation: Acknowledge and address negative fan sentiment constructively.,2025-09-03
instagram,DMNbSyhMYlL,🔥🔥,Positive sentiment,8.47,81.58,9.95,positive,→ Recommendation: Recognize fan appreciation for Noa’s performance.,2025-09-03
instagram,DMNbSyhMYlL,Succes in Italie! We zullen je missen! ❤️🤍,Missing Noa,8.47,81.04,10.5,positive,→ Recommendation: Create content anticipating and addressing fan anxieties.,2025-09-03
instagram,DMNbSyhMYlL,@madeliefrijkerss 🥹🥹,Emotional reaction @madeliefrijkerss,7.69,55.36,36.95,positive,→ Recommendation: Foster a sense of community and shared experience among fans.,2025-09-03
instagram,DMNbSyhMYlL,Ja da dacht K dus al,Anticipation of poor result,67.91,7.92,24.17,negative,→ Recommendation: Address and respond to disruptive fan behavior promptly.,2025-09-03
instagram,DMNbSyhMYlL,You’re the 1,Support for Xavi Simons,8.15,74.68,17.17,positive,→ Recommendation: Develop content showing support for Luuk de Jong.,2025-09-03
instagram,DMNbSyhMYlL,My favourite player,Support for Xavi Simons,8.48,83.05,8.48,positive,→ Recommendation: Use fan enthusiasm to show support for key players.,2025-09-03
instagram,DMNbSyhMYlL,❤️,Positive sentiment,8.52,82.45,9.03,positive,→ Recommendation: Create content reflecting fan joy and excitement.,2025-09-03
instagram,DMNbSyhMYlL,Thanks Noa,Appreciation for Noa,8.51,82.97,8.51,positive,→ Recommendation: Encourage fans to share their positive experiences.,2025-09-03
instagram,DMNRcXjs0nn,Indeed.,Agreement on season outlook,7.67,33.56,58.77,neutral,→ Recommendation: Implement strategies to manage and respond to fan expressions.,2025-09-03
instagram,DMNRcXjs0nn,Dit wordt weer een mooi seizoen😍 @luukdejong9 nog erbij🔥🔥🔥,Desire for Luuk de Jong inclusion,8.55,82.91,8.55,positive,UNKNOWN,2025-09-03
instagram,DMNRcXjs0nn,Earnieee,Generic fan expression,11.41,30.8,57.79,neutral,UNKNOWN,2025-09-03
instagram,DMNRcXjs0nn,,Nonsense comment,71.17,8.05,20.78,negative,UNKNOWN,2025-09-03
instagram,DMNRcXjs0nn,"Het wordt weer een bijzonder jaar met veel vermaak, wat een aanwinsten Earnest weer binnen heeft gehaald.",Earnest acquisition,7.77,62.05,30.18,positive,Prioritize content creation highlighting Lasso’s transition to PSV.,2025-09-03
instagram,DMNRcXjs0nn,🔥🔥🔥,Enthusiastic support,8.4,83.2,8.4,positive,Increase social media engagement with fan-generated excitement.,2025-09-03
instagram,DMNRcXjs0nn,Ben benieuwd wat deze spelers gaan bieden,Player performance,8.88,28.82,62.3,neutral,Develop training plans to enhance the performance of newly acquired players.,2025-09-03
instagram,DMNIePPMvLK,🔥,Enthusiastic support,8.4,83.19,8.4,positive,Create interactive content to capture and amplify fan enthusiasm.,2025-09-03
instagram,DMNIePPMvLK,🔥14,Enthusiastic support,8.41,83.19,8.41,positive,Highlight the positive sentiments surrounding the team’s acquisitions.,2025-09-03
instagram,DMNIePPMvLK,Lasso 💚,Lasso appreciation,8.51,82.34,9.15,positive,Produce content celebrating Lasso’s impact and fan affection.,2025-09-03
instagram,DMNIePPMvLK,Psv gaat dit jaar weer de eredivisie winnen,Eredivisie victory,7.7,60.91,31.39,positive,Encourage the team to strive for Eredivisie victory through strategic communication.,2025-09-03
instagram,DMNIePPMvLK,"Plea du Legende , wir lieben dich 💚💚💚",Plea fan adoration,8.47,81.68,9.86,positive,Showcase fan appreciation for Plea through targeted marketing campaigns.,2025-09-03
instagram,DMNIePPMvLK,🙏👌🔥,Positive sentiment,8.51,82.97,8.51,positive,Generate content promoting positive team sentiment and morale.,2025-09-03
instagram,DMNIePPMvLK,Legende,Player legend,7.8,64.65,27.55,positive,Acknowledge and celebrate Lasso’s status as a PSV legend.,2025-09-03
instagram,DMNDeuDMTsF,👏👏👏🔥,Positive sentiment,8.53,82.94,8.53,positive,Reinforce positive team dynamics through social media activations.,2025-09-03
instagram,DMNDeuDMTsF,Alasan,Alasan mention,33.14,7.95,58.9,neutral,Address Alasan’s mentions to understand and respond to fan interest.,2025-09-03
instagram,DMNDeuDMTsF,Welkom,Welcome new player,8.21,76.7,15.09,positive,Welcome new players with a dedicated social media campaign.,2025-09-03
instagram,DMNDeuDMTsF,💚💚💚,Plea fan adoration,8.54,82.91,8.54,positive,Create content celebrating Plea’s popularity and fan support.,2025-09-03
instagram,DMNDeuDMTsF,Will miss you Lasso. All the best in Eindhoven legend,Lasso departure,7.94,64.99,27.06,positive,Develop a strategy to address Lasso’s well-being and fitness.,2025-09-03
instagram,DMNDeuDMTsF,take care of him💚,Lasso fitness,7.86,65.85,26.29,positive,Generate content to increase positive fan engagement.,2025-09-03
instagram,DMM8kvzsDex,😍,Positive sentiment,8.47,83.06,8.47,positive,Produce content reflecting fan anticipation for player performance.,2025-09-03
instagram,DMM8kvzsDex,💚,Plea fan adoration,8.43,80.94,10.63,positive,Craft engaging content to foster excitement among fans.,2025-09-03
instagram,DMM8kvzsDex,😮😮😮,Player excitement,8.47,81.59,9.94,positive,Communicate the team’s ambition and goals to the fanbase.,2025-09-03
instagram,DMM8kvzsDex,Alles Gute Dir Lasso @ Feyenoord,Lasso – Feyenoord rivalry,8.02,20.29,71.68,neutral,UNKNOWN,2025-09-03
instagram,DMM8kvzsDex,🔥👌🙏👍🏻,Fan request – Autograph sessions,8.12,74.82,17.06,positive,→ Recommendation: Organize regular autograph sessions for fan interaction.,2025-09-03
instagram,DMM8kvzsDex,Mein Herz 💔,Fan disappointment – Luuk de Jong,75.17,8.16,16.66,negative,→ Recommendation: Implement a fitness plan to enhance Luuk de Jong's speed and agility.,2025-09-03
instagram,DMM8kvzsDex,Take care of him LEGEND 🖤🤍💚,Player praise – Luuk de Jong,8.46,83.08,8.46,positive,→ Recommendation: Highlight Luuk de Jong's contributions in marketing campaigns.,2025-09-03
instagram,DMM8kvzsDex,First french attacker in psv,New player arrival – French attacker,7.67,32.34,59.99,neutral,→ Recommendation: Scout for and acquire additional French attacking talent.,2025-09-03
instagram,DMM8kvzsDex,,Neutral comment,16.94,21.98,61.08,neutral,→ Recommendation: Continue monitoring fan sentiment across all channels.,2025-09-03
instagram,DNGg4cmseR1,That cutback is so nasty 🔥,Skillful play – Cutback,62.42,13.03,24.55,negative,→ Recommendation: Analyze and share highlights of skillful cutbacks on social media.,2025-09-03
instagram,DNGg4cmseR1,1000% er komt een grote schoonmaak bij psv dit jaar,Team overhaul – Management changes,7.83,31.87,60.29,neutral,→ Recommendation: Initiate a strategic review of the management team and squad.,2025-09-03
instagram,DNGg4cmseR1,Was eigenlijk een vrije trap maar heel goed gedaan legend Luuk🔥,Player praise – Luuk de Jong – Free kick,8.42,80.71,10.87,positive,→ Recommendation: Develop content showcasing Luuk de Jong's free-kick abilities.,2025-09-03
instagram,DNGg4cmseR1,Blijft mooi,Positive assessment – Goal,7.61,52.84,39.55,positive,→ Recommendation: Create engaging content celebrating beautiful goals.,2025-09-03
instagram,1196109502551770.0,🔥🔥🔥,Positive assessment – Goal,7.91,68.56,23.53,positive,→ Recommendation: Amplify positive reactions to goals through targeted promotion.,2025-09-03
instagram,DNGg4cmseR1,"Dennis Man, HERE WE GO! 🇷🇴🇷🇴",Player excitement – Dennis Man,8.45,81.56,9.99,positive,→ Recommendation: Boost Dennis Man’s profile with dedicated fan engagement activities.,2025-09-03
instagram,1318905306265064.0,😍😍😍,Positive assessment – Goal,8.37,79.83,11.81,positive,→ Recommendation: Utilize fan enthusiasm to create a compelling narrative around the team.,2025-09-03
instagram,DM7Bm33so7t,👏👏👏,Positive assessment – Goal,8.13,74.68,17.2,positive,→ Recommendation: Promote Poeta del Gol's goal-scoring prowess to the fanbase.,2025-09-03
instagram,DNFp6QCska7,Niet normaal....hij maakte inderdaad niet alleen fabuleuze kopgoals 🔥,Player assessment – Poeta del Gol – Goals,7.61,51.82,40.58,positive,→ Recommendation: Celebrate Poeta del Gol’s world-class goal achievement.,2025-09-03
instagram,DNFp6QCska7,Wowwww 🔥🔥🔥,Positive assessment – Goal,8.44,81.11,10.45,positive,→ Recommendation: Increase the visibility of Poeta del Gol’s name and achievements.,2025-09-03
instagram,DNFp6QCska7,Inderdaad een world class goal,Player assessment – Poeta del Gol – World class,7.71,60.44,31.84,positive,→ Recommendation: Acknowledge and appreciate Master’s performance through public recognition.,2025-09-03
instagram,DNFp6QCska7,Poeta del gol,Player assessment – Poeta del Gol,8.5,10.16,81.34,neutral,→ Recommendation: Develop content targeting and acknowledging rival fan communities.,2025-09-03
instagram,DNFp6QCska7,Master,Player praise – Master,7.77,63.99,28.24,positive,→ Recommendation: Promote and celebrate players' outstanding performances widely.,2025-09-03
instagram,DNFp6QCska7,barça fans —————->,Rival fan engagement,21.56,8.12,70.33,neutral,UNKNOWN,2025-09-03
instagram,DNFp6QCska7,Class,Player praise – Class,8.49,82.03,9.48,positive,UNKNOWN,2025-09-03
instagram,DNFp6QCska7,El poeta del gol ❤️,Luuk de Jong,8.25,77.35,14.4,positive,Prioritize content highlighting Dembele’s skill and attacking prowess.,2025-09-03
instagram,DNDpNfoML11,"Nondedju, wat was hij goed.",Nico Pantovic,8.23,19.69,72.08,neutral,Increase fan engagement with Pantovic through dedicated posts showcasing his talent.,2025-09-03
instagram,DNDpNfoML11,Die gaan we missen zeg!!,Luuk de Jong,12.01,50.45,37.55,positive,Create celebratory content honoring de Jong's contributions and impact.,2025-09-03
instagram,DNDpNfoML11,Legend 🔥🔥🔥🔴⚪💡🐐,Luuk de Jong,8.52,82.96,8.52,positive,Develop fan initiatives to recognize and appreciate de Jong’s legacy.,2025-09-03
instagram,DNDpNfoML11,Rainy nights & Luuk de Jong ♾️💞,Luuk de Jong,8.14,75.17,16.7,positive,Generate content emphasizing Boscagli’s strength and defensive capabilities.,2025-09-03
instagram,1318265392995722.0,,,15.81,19.73,64.45,neutral,Produce engaging content focusing on Dembele’s versatility and dribbling.,2025-09-03
instagram,DNDpNfoML11,🥹🥹🥹,,21.27,22.39,56.34,neutral,Highlight Boscagli’s defensive strengths through tactical analysis.,2025-09-03
instagram,DNDpNfoML11,Missing you already 😞,Luuk de Jong,30.3,33.23,36.47,neutral,Boost engagement with Dembele through individual player spotlights.,2025-09-03
instagram,DM6MVEuoIdF,🔥🔥🔥🔴⚪💡,Luuk de Jong,8.15,74.97,16.89,positive,Increase content about Pantovic’s development and potential.,2025-09-03
instagram,DNDZI7lMKbY,🔥oli,Ousmane Dembele,7.61,55.22,37.18,positive,Produce content celebrating de Jong's goal-scoring ability.,2025-09-03
instagram,DNDZI7lMKbY,@boscagli_28 💪💪💪🔴⚪️,Boscagli,8.0,71.69,20.31,positive,Develop content focused on de Jong's professionalism and determination.,2025-09-03
instagram,DNDZI7lMKbY,Blijft mooi🔥,Luuk de Jong,7.96,69.41,22.63,positive,Showcase Dembele’s technical skills via highlight reels.,2025-09-03
instagram,DNDZI7lMKbY,Olij nog eens gepasseerd,Ousmane Dembele,8.48,22.93,68.6,neutral,Produce content celebrating de Jong's professionalism and work ethic.,2025-09-03
instagram,DNDZI7lMKbY,Oli💡,Luuk de Jong,7.89,24.86,67.25,neutral,Generate content to encourage follower growth for PSV accounts.,2025-09-03
instagram,DNDZI7lMKbY,zal en enorm gemis worden dit seizoen,Luuk de Jong,8.87,20.07,71.06,neutral,Create content focused on boosting fan enthusiasm and morale.,2025-09-03
instagram,DNDZI7lMKbY,Deze is technisch zo lastig,Technisch vaardigheden,7.97,25.65,66.38,neutral,UNKNOWN,2025-09-03
